,global Epoch,f_uav0,f_uav1,f_uav2,f_uav3,f_uav4,global_accuracy,global_loss
71,71,"{'local epoch0 loss': 0.5148530006408691, 'local epoch1 loss': 1.0588955879211426}","{'local epoch0 loss': 0.5970781445503235, 'local epoch1 loss': 0.77725750207901}","{'local epoch0 loss': 0.4677591919898987, 'local epoch1 loss': 0.6473609209060669}","{'local epoch0 loss': 0.42923468351364136, 'local epoch1 loss': 0.9364773035049438}","{'local epoch0 loss': 0.5611521601676941, 'local epoch1 loss': 0.6118570566177368}",80.36,0.5736454573154449
72,72,"{'local epoch0 loss': 0.42413216829299927, 'local epoch1 loss': 0.493061900138855}","{'local epoch0 loss': 0.359742134809494, 'local epoch1 loss': 0.4836183488368988}","{'local epoch0 loss': 0.5139485597610474, 'local epoch1 loss': 0.7038840651512146}","{'local epoch0 loss': 0.8818644881248474, 'local epoch1 loss': 0.6687113642692566}","{'local epoch0 loss': 0.7280027270317078, 'local epoch1 loss': 0.6872926354408264}",80.54,0.5721334684371948
73,73,"{'local epoch0 loss': 1.0062779188156128, 'local epoch1 loss': 0.7006230354309082}","{'local epoch0 loss': 0.7014511227607727, 'local epoch1 loss': 0.5585870146751404}","{'local epoch0 loss': 0.684961199760437, 'local epoch1 loss': 0.42883801460266113}","{'local epoch0 loss': 1.039539098739624, 'local epoch1 loss': 0.40288046002388}","{'local epoch0 loss': 0.4353368580341339, 'local epoch1 loss': 0.5353192090988159}",80.41,0.5696431020736694
74,74,"{'local epoch0 loss': 0.6730016469955444, 'local epoch1 loss': 0.9813968539237976}","{'local epoch0 loss': 0.6563011407852173, 'local epoch1 loss': 0.33060988783836365}","{'local epoch0 loss': 0.5056965351104736, 'local epoch1 loss': 0.4823571443557739}","{'local epoch0 loss': 0.7798004746437073, 'local epoch1 loss': 0.6034388542175293}","{'local epoch0 loss': 0.6808494329452515, 'local epoch1 loss': 0.5398860573768616}",80.51,0.5686215074539185
75,75,"{'local epoch0 loss': 0.6739473342895508, 'local epoch1 loss': 0.5661635398864746}","{'local epoch0 loss': 0.647562563419342, 'local epoch1 loss': 0.2996900975704193}","{'local epoch0 loss': 0.5532283782958984, 'local epoch1 loss': 0.5392228960990906}","{'local epoch0 loss': 0.365458220243454, 'local epoch1 loss': 0.6663621664047241}","{'local epoch0 loss': 0.42729511857032776, 'local epoch1 loss': 0.5888441205024719}",80.71000000000001,0.5678747101306916
76,76,"{'local epoch0 loss': 0.484321653842926, 'local epoch1 loss': 0.39217931032180786}","{'local epoch0 loss': 0.4113272428512573, 'local epoch1 loss': 0.6781421303749084}","{'local epoch0 loss': 0.6638457775115967, 'local epoch1 loss': 0.6922367215156555}","{'local epoch0 loss': 0.9153999090194702, 'local epoch1 loss': 0.4393177032470703}","{'local epoch0 loss': 0.5000110268592834, 'local epoch1 loss': 0.6055092215538025}",80.77,0.5659437025547027
77,77,"{'local epoch0 loss': 0.7256487607955933, 'local epoch1 loss': 0.4629817008972168}","{'local epoch0 loss': 0.4524708688259125, 'local epoch1 loss': 0.7266475558280945}","{'local epoch0 loss': 0.799612283706665, 'local epoch1 loss': 0.4305272698402405}","{'local epoch0 loss': 0.7592612504959106, 'local epoch1 loss': 0.4074573218822479}","{'local epoch0 loss': 0.5145725607872009, 'local epoch1 loss': 0.5735990405082703}",80.81,0.564035778427124
78,78,"{'local epoch0 loss': 0.2091979682445526, 'local epoch1 loss': 0.6085737347602844}","{'local epoch0 loss': 0.6027812361717224, 'local epoch1 loss': 0.9638187289237976}","{'local epoch0 loss': 0.6723506450653076, 'local epoch1 loss': 0.859517514705658}","{'local epoch0 loss': 0.792415976524353, 'local epoch1 loss': 0.6284934878349304}","{'local epoch0 loss': 0.3830491602420807, 'local epoch1 loss': 0.4220781624317169}",80.84,0.5621126965522766
79,79,"{'local epoch0 loss': 0.4910990595817566, 'local epoch1 loss': 0.3637065589427948}","{'local epoch0 loss': 0.733013927936554, 'local epoch1 loss': 0.691742479801178}","{'local epoch0 loss': 0.7771589159965515, 'local epoch1 loss': 0.516486644744873}","{'local epoch0 loss': 0.7246125340461731, 'local epoch1 loss': 0.6841228008270264}","{'local epoch0 loss': 0.7434360384941101, 'local epoch1 loss': 0.5414659976959229}",80.88,0.560102901506424
80,80,"{'local epoch0 loss': 0.7570882439613342, 'local epoch1 loss': 0.7209091782569885}","{'local epoch0 loss': 0.500221312046051, 'local epoch1 loss': 0.23236794769763947}","{'local epoch0 loss': 0.6123675107955933, 'local epoch1 loss': 0.6508457660675049}","{'local epoch0 loss': 0.6748756766319275, 'local epoch1 loss': 0.7993757128715515}","{'local epoch0 loss': 0.7778527140617371, 'local epoch1 loss': 0.43793487548828125}",80.87,0.558091005730629
81,81,"{'local epoch0 loss': 0.43977224826812744, 'local epoch1 loss': 0.857125997543335}","{'local epoch0 loss': 0.3546571433544159, 'local epoch1 loss': 0.7433798909187317}","{'local epoch0 loss': 0.40151458978652954, 'local epoch1 loss': 0.48459601402282715}","{'local epoch0 loss': 0.3529161810874939, 'local epoch1 loss': 0.5223633050918579}","{'local epoch0 loss': 0.5068608522415161, 'local epoch1 loss': 0.8329676985740662}",80.99,0.5566938345909118
82,82,"{'local epoch0 loss': 0.3655243217945099, 'local epoch1 loss': 0.6751547455787659}","{'local epoch0 loss': 0.7882485389709473, 'local epoch1 loss': 0.35710960626602173}","{'local epoch0 loss': 0.458656370639801, 'local epoch1 loss': 0.4387719929218292}","{'local epoch0 loss': 0.4936012923717499, 'local epoch1 loss': 0.6814491748809814}","{'local epoch0 loss': 0.5182552337646484, 'local epoch1 loss': 0.709044337272644}",81.0,0.5557721385478973
83,83,"{'local epoch0 loss': 0.43164369463920593, 'local epoch1 loss': 0.4400351345539093}","{'local epoch0 loss': 0.4252464175224304, 'local epoch1 loss': 0.6930035948753357}","{'local epoch0 loss': 0.8694642186164856, 'local epoch1 loss': 0.5390034317970276}","{'local epoch0 loss': 0.3948647677898407, 'local epoch1 loss': 0.41773056983947754}","{'local epoch0 loss': 0.6217470169067383, 'local epoch1 loss': 0.8440942168235779}",81.12,0.5537643671035767
84,84,"{'local epoch0 loss': 0.4300419092178345, 'local epoch1 loss': 0.6654316186904907}","{'local epoch0 loss': 0.7814165353775024, 'local epoch1 loss': 0.3925672173500061}","{'local epoch0 loss': 0.5986733436584473, 'local epoch1 loss': 0.4043339788913727}","{'local epoch0 loss': 0.6556386947631836, 'local epoch1 loss': 0.774994432926178}","{'local epoch0 loss': 0.4275435209274292, 'local epoch1 loss': 0.7876717448234558}",81.2,0.5535072595119477
85,85,"{'local epoch0 loss': 0.860759437084198, 'local epoch1 loss': 0.5111433267593384}","{'local epoch0 loss': 0.5341734290122986, 'local epoch1 loss': 0.8361064195632935}","{'local epoch0 loss': 0.6241937279701233, 'local epoch1 loss': 0.6780862808227539}","{'local epoch0 loss': 0.4683055877685547, 'local epoch1 loss': 0.41920652985572815}","{'local epoch0 loss': 0.677095353603363, 'local epoch1 loss': 0.3636699616909027}",81.15,0.5530841183185577
86,86,"{'local epoch0 loss': 0.3222509026527405, 'local epoch1 loss': 0.6755201816558838}","{'local epoch0 loss': 0.7065160870552063, 'local epoch1 loss': 0.9422163963317871}","{'local epoch0 loss': 0.5111140012741089, 'local epoch1 loss': 0.33343949913978577}","{'local epoch0 loss': 0.6653348803520203, 'local epoch1 loss': 0.538986325263977}","{'local epoch0 loss': 0.7802383303642273, 'local epoch1 loss': 0.35500720143318176}",81.10000000000001,0.5515213077306748
87,87,"{'local epoch0 loss': 0.7144473195075989, 'local epoch1 loss': 0.6212860941886902}","{'local epoch0 loss': 0.3112644553184509, 'local epoch1 loss': 0.5693265795707703}","{'local epoch0 loss': 0.7476703524589539, 'local epoch1 loss': 0.46613991260528564}","{'local epoch0 loss': 0.457974374294281, 'local epoch1 loss': 0.6183172464370728}","{'local epoch0 loss': 0.6898572444915771, 'local epoch1 loss': 0.4189329147338867}",81.19,0.5497502628803254
88,88,"{'local epoch0 loss': 0.6564293503761292, 'local epoch1 loss': 0.5587226152420044}","{'local epoch0 loss': 0.7387877106666565, 'local epoch1 loss': 0.9676336646080017}","{'local epoch0 loss': 0.5237789750099182, 'local epoch1 loss': 0.958255410194397}","{'local epoch0 loss': 0.6599328517913818, 'local epoch1 loss': 0.8982582092285156}","{'local epoch0 loss': 0.33902958035469055, 'local epoch1 loss': 0.4408904016017914}",81.3,0.547774258685112
89,89,"{'local epoch0 loss': 0.5574793815612793, 'local epoch1 loss': 0.396525502204895}","{'local epoch0 loss': 0.522582471370697, 'local epoch1 loss': 0.580380380153656}","{'local epoch0 loss': 0.6170073747634888, 'local epoch1 loss': 0.5710734128952026}","{'local epoch0 loss': 0.5696815252304077, 'local epoch1 loss': 0.3687834143638611}","{'local epoch0 loss': 0.41534629464149475, 'local epoch1 loss': 0.5626880526542664}",81.26,0.5466858948946
90,90,"{'local epoch0 loss': 0.44767892360687256, 'local epoch1 loss': 0.5881829857826233}","{'local epoch0 loss': 0.7291184067726135, 'local epoch1 loss': 0.4925954341888428}","{'local epoch0 loss': 0.36939412355422974, 'local epoch1 loss': 0.4739316701889038}","{'local epoch0 loss': 0.8061728477478027, 'local epoch1 loss': 0.4484367370605469}","{'local epoch0 loss': 0.5067383050918579, 'local epoch1 loss': 0.6210278272628784}",81.28,0.5460631588935853
91,91,"{'local epoch0 loss': 0.6851939558982849, 'local epoch1 loss': 0.5526469945907593}","{'local epoch0 loss': 0.5085151791572571, 'local epoch1 loss': 0.8327364325523376}","{'local epoch0 loss': 0.49854370951652527, 'local epoch1 loss': 0.564254105091095}","{'local epoch0 loss': 0.38447171449661255, 'local epoch1 loss': 0.6072168350219727}","{'local epoch0 loss': 0.42310255765914917, 'local epoch1 loss': 0.6413507461547852}",81.3,0.5446341052055359
92,92,"{'local epoch0 loss': 0.6343459486961365, 'local epoch1 loss': 0.6194794774055481}","{'local epoch0 loss': 0.8002893924713135, 'local epoch1 loss': 0.3920442759990692}","{'local epoch0 loss': 0.7847031354904175, 'local epoch1 loss': 0.8835455775260925}","{'local epoch0 loss': 0.42094337940216064, 'local epoch1 loss': 0.47325024008750916}","{'local epoch0 loss': 0.44581225514411926, 'local epoch1 loss': 0.43472474813461304}",81.39,0.5435091079711915
93,93,"{'local epoch0 loss': 0.4077679216861725, 'local epoch1 loss': 0.6766927242279053}","{'local epoch0 loss': 0.5841115713119507, 'local epoch1 loss': 0.35266536474227905}","{'local epoch0 loss': 0.43496882915496826, 'local epoch1 loss': 0.2778070867061615}","{'local epoch0 loss': 0.6592729091644287, 'local epoch1 loss': 0.5214071273803711}","{'local epoch0 loss': 0.49007678031921387, 'local epoch1 loss': 0.4597797989845276}",81.37,0.5413569842338563
94,94,"{'local epoch0 loss': 1.3010048866271973, 'local epoch1 loss': 0.43568092584609985}","{'local epoch0 loss': 0.4715811014175415, 'local epoch1 loss': 0.73216712474823}","{'local epoch0 loss': 0.4814624786376953, 'local epoch1 loss': 0.3416469097137451}","{'local epoch0 loss': 0.3525453805923462, 'local epoch1 loss': 0.49590179324150085}","{'local epoch0 loss': 0.6788079142570496, 'local epoch1 loss': 0.6226195096969604}",81.47,0.5399915569067001
95,95,"{'local epoch0 loss': 0.5109376311302185, 'local epoch1 loss': 0.5098847150802612}","{'local epoch0 loss': 0.7431468963623047, 'local epoch1 loss': 0.4454546272754669}","{'local epoch0 loss': 0.6130832433700562, 'local epoch1 loss': 0.6957654356956482}","{'local epoch0 loss': 0.3551086187362671, 'local epoch1 loss': 0.5259603261947632}","{'local epoch0 loss': 0.48639488220214844, 'local epoch1 loss': 0.8538541197776794}",81.45,0.5393176672458648
96,96,"{'local epoch0 loss': 0.528963565826416, 'local epoch1 loss': 0.5658649802207947}","{'local epoch0 loss': 0.4505067467689514, 'local epoch1 loss': 0.3110046684741974}","{'local epoch0 loss': 0.6691588163375854, 'local epoch1 loss': 0.7419453263282776}","{'local epoch0 loss': 0.3117859661579132, 'local epoch1 loss': 0.38810399174690247}","{'local epoch0 loss': 0.4369659721851349, 'local epoch1 loss': 0.4137362539768219}",81.49,0.53875437541008
97,97,"{'local epoch0 loss': 0.6850035190582275, 'local epoch1 loss': 0.6526131629943848}","{'local epoch0 loss': 0.5043482184410095, 'local epoch1 loss': 0.4826817512512207}","{'local epoch0 loss': 0.42791932821273804, 'local epoch1 loss': 0.4665406048297882}","{'local epoch0 loss': 0.7217190861701965, 'local epoch1 loss': 0.8579281568527222}","{'local epoch0 loss': 0.5231683850288391, 'local epoch1 loss': 0.5550704002380371}",81.56,0.5366668230056763
98,98,"{'local epoch0 loss': 0.5182075500488281, 'local epoch1 loss': 0.43556487560272217}","{'local epoch0 loss': 0.7682435512542725, 'local epoch1 loss': 0.31140199303627014}","{'local epoch0 loss': 0.4190354347229004, 'local epoch1 loss': 0.20564480125904083}","{'local epoch0 loss': 0.3867177963256836, 'local epoch1 loss': 0.6795912981033325}","{'local epoch0 loss': 0.4950007498264313, 'local epoch1 loss': 0.6383654475212097}",81.57,0.5362103989124298
99,99,"{'local epoch0 loss': 0.474850594997406, 'local epoch1 loss': 0.47452425956726074}","{'local epoch0 loss': 0.4925454556941986, 'local epoch1 loss': 0.5828498005867004}","{'local epoch0 loss': 0.27343374490737915, 'local epoch1 loss': 0.6222318410873413}","{'local epoch0 loss': 0.7540408372879028, 'local epoch1 loss': 0.7319463491439819}","{'local epoch0 loss': 0.46860554814338684, 'local epoch1 loss': 0.2889743447303772}",81.51,0.5353192919254303
