,return,energy
0,-0.48801514188961903,1657.7471964092726
1,-0.4745686963200906,1657.2732434392312
2,-0.47741477959582046,1657.231954316585
3,-0.468186416924811,1657.2078404553897
4,-0.4768165998766332,1657.1925872156526
5,-0.48627029656565496,1657.182204906109
6,-0.4722694405036026,1657.175099606996
7,-0.48804981664461056,1657.1698544864075
8,-0.4883650999333049,1657.165753581681
9,-0.474965003046835,1657.1623922680267
10,-0.48728363314141226,1657.159724717035
11,-0.49396812139403684,1657.1575494374024
12,-0.4823406760776684,1657.1557693088694
13,-0.48160932184416866,1657.1542414303503
14,-0.5071887838100888,1657.1529153561091
15,-0.47250260043588993,1657.1517608210215
16,-0.4693738815435743,1623.723989118037
17,-0.4493915540963115,1616.8164224892555
18,-0.41354400313140394,1591.5479734683179
19,-0.36155896858466907,1524.4917828012829
20,-0.21253515040740067,1378.7660753951936
21,-0.10933547035550548,1306.6726644167848
22,-0.054363350497253216,1245.0361848936157
23,-0.02093150665064286,1210.9573199440997
24,-0.04967349602555621,1224.1431045231755
25,-0.006439531122507752,1161.102277933421
26,0.06691458549340122,1118.216848565742
27,0.10763328760612262,1040.4488603736138
28,0.17175000607005525,991.7681351042611
29,0.20105738117053046,956.5819920365619
30,0.25438231653500365,911.7572537012023
31,0.3010482134089818,881.4213313831937
32,0.3312748247823878,857.9451701440651
33,0.3023771888327216,844.8716297555353
34,0.3352200172484141,834.7222238480826
35,0.374304110231813,816.9354468436877
36,0.3664876394370269,815.718237104111
37,0.33484323236303115,815.7178642098448
38,0.37050041125432753,811.7404386220763
39,0.35503518899797915,810.7123737919378
40,0.37079346896038823,810.6478342927857
41,0.36630281211817306,810.6310501865148
42,0.3800754858677896,800.0857903773283
43,0.37425070155098494,800.6214200691932
44,0.33611481343190375,800.8075443180351
45,0.35807075114039877,802.3312346002629
46,0.38765773684725224,796.6391339565806
47,0.37175584804573875,783.4602745815193
48,0.407088112073165,761.0130725810711
49,0.4652760838033254,732.5776587961615
50,0.445394769236368,726.7286327869474
51,0.46298768007716407,727.7767687563016
52,0.43089321900268784,725.3411474142434
53,0.426406988100339,724.3272299248682
54,0.4787105318373323,725.3022138291714
55,0.4723773258636762,725.4406507064533
56,0.4438122616164064,723.8593160279418
57,0.4122010748831832,722.9643645317947
58,0.4305117415937635,723.892352339342
59,0.4710332298393501,721.1322955970513
60,0.42600144043749966,720.4562192838748
61,0.4246553758827083,720.1917293342717
62,0.47598937042293077,718.4302550500918
63,0.4417803345694295,717.9447478280314
64,0.46423239395639715,717.5389214275139
65,0.4582379582061119,717.1921313629801
66,0.4764266505560719,716.8874939599193
67,0.4595367139610961,716.6153415885256
68,0.45900433311930927,717.0291469527124
69,0.4075128945900754,716.7914457724735
70,0.43040636658151465,716.5695979646888
71,0.4373000522159012,716.3610879398911
72,0.4877032556951161,716.1642111360914
73,0.43180584888266615,715.9776002903074
74,0.4390797558564119,715.8007464629237
75,0.43024294404959723,715.6347760202877
76,0.4679414967982506,714.5047863514685
77,0.45091737313506575,711.8270675158747
78,0.48632197558273593,682.4857512773106
79,0.4893391013236038,655.0334583191883
80,0.5242493475588216,636.0404916135419
81,0.5184672179154549,634.8044108458366
82,0.5259031119548844,635.2729725635481
83,0.5127768897260434,636.0216395174259
84,0.5229690921164908,628.5591820381721
85,0.5623873448765737,613.4669035517712
86,0.5501177980979924,613.9639508644099
87,0.5441914028009007,614.2884113470485
88,0.5461227683609517,614.5081501418557
89,0.5501742159701877,614.6801703594634
90,0.564136197854596,614.823705004138
91,0.5394239945264475,614.9320292620047
92,0.5613726385257659,614.9995170452178
93,0.5270774735027832,615.0449801867923
94,0.5459159781526182,607.258801167145
95,0.5723892252172827,607.249986628115
96,0.535432501371572,607.2212073724772
97,0.557863806141993,607.1727537258661
98,0.42534351845213086,607.1199892001522
99,0.5812770988047719,0.613844862979591
