,global Epoch,f_uav0,f_uav1,f_uav2,f_uav3,f_uav4,global_accuracy,global_loss
10,10,"{'local epoch0 loss': 0.531658947467804, 'local epoch1 loss': 0.7514858841896057}","{'local epoch0 loss': 1.0731853246688843, 'local epoch1 loss': 0.5396344661712646}","{'local epoch0 loss': 0.6608701944351196, 'local epoch1 loss': 0.5420325994491577}","{'local epoch0 loss': 0.3943498730659485, 'local epoch1 loss': 0.31448498368263245}","{'local epoch0 loss': 0.46242010593414307, 'local epoch1 loss': 0.45038968324661255}",76.83,0.6573406701087952
11,11,"{'local epoch0 loss': 0.49961793422698975, 'local epoch1 loss': 0.7365323901176453}","{'local epoch0 loss': 0.9283345341682434, 'local epoch1 loss': 0.7171607613563538}","{'local epoch0 loss': 0.3788716197013855, 'local epoch1 loss': 0.40482738614082336}","{'local epoch0 loss': 0.8088315725326538, 'local epoch1 loss': 0.6199181079864502}","{'local epoch0 loss': 0.3994309604167938, 'local epoch1 loss': 0.37682095170021057}",76.83,0.6573406701087952
12,12,"{'local epoch0 loss': 0.6239011883735657, 'local epoch1 loss': 0.4119454622268677}","{'local epoch0 loss': 0.5590977668762207, 'local epoch1 loss': 0.5251854658126831}","{'local epoch0 loss': 0.3487822711467743, 'local epoch1 loss': 0.590923547744751}","{'local epoch0 loss': 0.3156600296497345, 'local epoch1 loss': 0.476866215467453}","{'local epoch0 loss': 0.7465524673461914, 'local epoch1 loss': 0.5412194132804871}",76.83,0.6573406701087952
13,13,"{'local epoch0 loss': 0.9821842312812805, 'local epoch1 loss': 0.46477821469306946}","{'local epoch0 loss': 0.8232448101043701, 'local epoch1 loss': 0.7718248963356018}","{'local epoch0 loss': 0.33414602279663086, 'local epoch1 loss': 0.22265490889549255}","{'local epoch0 loss': 0.6988773941993713, 'local epoch1 loss': 0.16787956655025482}","{'local epoch0 loss': 0.5292654037475586, 'local epoch1 loss': 0.5509775876998901}",76.83,0.6573406701087952
14,14,"{'local epoch0 loss': 0.39826837182044983, 'local epoch1 loss': 0.7439342141151428}","{'local epoch0 loss': 0.4560161828994751, 'local epoch1 loss': 0.7679480314254761}","{'local epoch0 loss': 0.35797616839408875, 'local epoch1 loss': 0.3747897446155548}","{'local epoch0 loss': 0.5682066679000854, 'local epoch1 loss': 0.6952288150787354}","{'local epoch0 loss': 0.35893577337265015, 'local epoch1 loss': 0.4561575949192047}",76.83,0.6573406701087952
15,15,"{'local epoch0 loss': 0.7180575132369995, 'local epoch1 loss': 0.6395595073699951}","{'local epoch0 loss': 0.6034699082374573, 'local epoch1 loss': 0.8258181810379028}","{'local epoch0 loss': 0.34095239639282227, 'local epoch1 loss': 0.2109944224357605}","{'local epoch0 loss': 0.5074700713157654, 'local epoch1 loss': 0.43782925605773926}","{'local epoch0 loss': 0.7677571773529053, 'local epoch1 loss': 0.354744017124176}",76.83,0.6573406701087952
16,16,"{'local epoch0 loss': 0.2115734964609146, 'local epoch1 loss': 0.2606542706489563}","{'local epoch0 loss': 0.45778802037239075, 'local epoch1 loss': 0.6190462708473206}","{'local epoch0 loss': 0.35210978984832764, 'local epoch1 loss': 0.3778652548789978}","{'local epoch0 loss': 0.41942691802978516, 'local epoch1 loss': 0.409090131521225}","{'local epoch0 loss': 0.6332033276557922, 'local epoch1 loss': 0.3401520848274231}",76.83,0.6573406701087952
17,17,"{'local epoch0 loss': 0.38271889090538025, 'local epoch1 loss': 0.5529181957244873}","{'local epoch0 loss': 0.18040873110294342, 'local epoch1 loss': 0.4618739187717438}","{'local epoch0 loss': 0.5783382654190063, 'local epoch1 loss': 0.14112628996372223}","{'local epoch0 loss': 0.40693792700767517, 'local epoch1 loss': 0.22034811973571777}","{'local epoch0 loss': 0.4282287061214447, 'local epoch1 loss': 0.2575264871120453}",76.83,0.6573406701087952
18,18,"{'local epoch0 loss': 0.6932582855224609, 'local epoch1 loss': 0.307543009519577}","{'local epoch0 loss': 0.6312441229820251, 'local epoch1 loss': 0.41028597950935364}","{'local epoch0 loss': 0.25316354632377625, 'local epoch1 loss': 0.40075039863586426}","{'local epoch0 loss': 0.7780938148498535, 'local epoch1 loss': 0.5441506505012512}","{'local epoch0 loss': 0.32560721039772034, 'local epoch1 loss': 0.41869422793388367}",76.83,0.6573406701087952
19,19,"{'local epoch0 loss': 0.6341041922569275, 'local epoch1 loss': 0.4256681501865387}","{'local epoch0 loss': 0.38015469908714294, 'local epoch1 loss': 0.4504690170288086}","{'local epoch0 loss': 0.28858301043510437, 'local epoch1 loss': 0.3821987211704254}","{'local epoch0 loss': 0.2866249978542328, 'local epoch1 loss': 0.4826229512691498}","{'local epoch0 loss': 0.5069059729576111, 'local epoch1 loss': 0.307018518447876}",80.25999999999999,0.5664578264713287
